,x,y
0,123.4901961,0.03481035076
1,123.4937057,0.1667297385
2,123.4972152,0.40335923590000006
3,123.5007248,0.49288455509999995
4,123.5042344,0.304209436
5,123.507744,0.09483626024
6,123.5112535,0.01493311534
7,126.6874189,0.012421721129999999
8,126.6909285,0.1021427797
9,126.6944381,0.42423631409999996
10,126.6979477,0.8899841592000001
11,126.7014572,0.9430418801
12,126.7049668,0.5047239938
13,126.7084764,0.13644297800000002
14,126.711986,0.01863042219
15,127.7894255,0.0225228225
16,127.7929351,0.12533032759999999
17,127.7964446,0.3522603849
18,127.7999542,0.5000871585
19,127.8034638,0.3585930496
20,127.8069734,0.1298770155
21,127.8104829,0.02375948384
22,128.3895628,0.048797592079999993
23,128.3930724,0.2643776025
24,128.396582,0.7234777784
25,128.4000916,1.0
26,128.4036011,0.6981505284999999
27,128.4071107,0.2461911343
28,128.4106203,0.043850042410000005
29,140.5888457,0.015882246200000002
30,140.5923552,0.09893569727
31,140.5958648,0.3112923011
32,140.5993744,0.49471833579999996
33,140.602884,0.39712012950000003
34,140.6063935,0.1610126743
35,140.6099031,0.0329740653
36,174.5896086,0.025052399389999997
37,174.5931182,0.1345261033
38,174.5966278,0.3648699254
39,174.6001373,0.4998547693
40,174.6036469,0.3458787493
41,174.6071565,0.1208866067
42,174.6106661,0.02134060674
