,x,y
0,14.18799115,0.01841295791
1,14.19150072,0.135452359
2,14.1950103,0.5032964314
3,14.19851987,0.9445727145999999
4,14.20202945,0.8954084906
5,14.20553902,0.42872744729999995
6,14.2090486,0.1036849292
7,14.21255818,0.012665555819999999
8,55.78698405,0.009154970296
9,55.79049363,0.081929185
10,55.7940032,0.3703348643
11,55.79751278,0.8455218458
12,55.80102235,0.9750554939
13,55.80453193,0.5679473818999999
14,55.8080415,0.1670941083
15,55.81155108,0.024830670109999998
16,61.18822004,0.021413458990000002
17,61.19172961,0.1506623287
18,61.19523919,0.5354227212
19,61.19874876,0.9610880674
20,61.20225834,0.8713724822
21,61.20576791,0.3990421432
22,61.20927749,0.09230132918
23,61.21278706,0.010783789680000001
24,100.6884871,0.02544384358
25,100.6919966,0.16995393399999997
26,100.6955062,0.5733951207
27,100.6990158,0.9771270417
28,100.7025254,0.8410510140999999
29,100.7060349,0.3656519658
30,100.7095445,0.08029486150000001
31,100.7130541,0.008905983068
32,156.9890898,0.03701016681
33,156.9925994,0.21985042059999998
34,156.9961089,0.6596412829
35,156.9996185,0.9996837237999999
36,157.0031281,0.7652294621
37,157.0066377,0.2958659666
38,157.0101472,0.05777934383
39,157.0136568,0.005699338860000001
40,160.2880903,0.01966478537
41,160.2915999,0.14189572779999998
42,160.2951095,0.5171585342
43,160.2986191,0.9520337386
44,160.3021286,0.8852282208
45,160.3056382,0.4157501638
46,160.3091478,0.09862428675000001
47,160.3126574,0.011817064140000002
48,172.3891051,0.03735316872
49,172.3926146,0.2212300073
50,172.3961242,0.6618123747
51,172.3996338,1.0
52,172.4031434,0.7632017968000001
53,172.4066529,0.29420702309999996
54,172.4101625,0.05728500479
55,172.4136721,0.005633822179000001
