-10,0
-9.996490425,0
-9.99298085,0
-9.989471275,0
-9.9859617,0
-9.982452125,0
-9.97894255,0
-9.975432975,0
-9.9719234,0
-9.968413825,0
-9.96490425,0
-9.961394675,0
-9.9578851,0
-9.954375525,0
-9.950865949,0
-9.947356374,0
-9.943846799,0
-9.940337224,0
-9.936827649,0
-9.933318074,0
-9.929808499,0
-9.926298924,0
-9.922789349,0
-9.919279774,0
-9.915770199,0
-9.912260624,0
-9.908751049,0
-9.905241474,0
-9.901731899,0
-9.898222324,0
-9.894712749,0
-9.891203174,0
-9.887693599,0
-9.884184024,0
-9.880674449,0
-9.877164874,0
-9.873655299,0
-9.870145724,0
-9.866636149,0
-9.863126574,0
-9.859616999,0
-9.856107424,0
-9.852597848,0
-9.849088273,0
-9.845578698,0
-9.842069123,0
-9.838559548,0
-9.835049973,0
-9.831540398,0
-9.828030823,0
-9.824521248,0
-9.821011673,0
-9.817502098,0
-9.813992523,0
-9.810482948,0
-9.806973373,0
-9.803463798,0
-9.799954223,0
-9.796444648,0
-9.792935073,0
-9.789425498,0
-9.785915923,0
-9.782406348,0
-9.778896773,0
-9.775387198,0
-9.771877623,0
-9.768368048,0
-9.764858473,0
-9.761348898,0
-9.757839322,0
-9.754329747,0
-9.750820172,0
-9.747310597,0
-9.743801022,0
-9.740291447,0
-9.736781872,0
-9.733272297,0
-9.729762722,0
-9.726253147,0
-9.722743572,0
-9.719233997,0
-9.715724422,0
-9.712214847,0
-9.708705272,0
-9.705195697,0
-9.701686122,0
-9.698176547,0
-9.694666972,0
-9.691157397,0
-9.687647822,0
-9.684138247,0
-9.680628672,0
-9.677119097,0
-9.673609522,0
-9.670099947,0
-9.666590372,0
-9.663080797,0
-9.659571221,0
-9.656061646,0
-9.652552071,0
-9.649042496,0
-9.645532921,0
-9.642023346,0
-9.638513771,0
-9.635004196,0
-9.631494621,0
-9.627985046,0
-9.624475471,0
-9.620965896,0
-9.617456321,0
-9.613946746,0
-9.610437171,0
-9.606927596,0
-9.603418021,0
-9.599908446,0
-9.596398871,0
-9.592889296,0
-9.589379721,0
-9.585870146,0
-9.582360571,0
-9.578850996,0
-9.575341421,0
-9.571831846,0
-9.568322271,0
-9.564812696,0
-9.56130312,0
-9.557793545,0
-9.55428397,0
-9.550774395,0
-9.54726482,0
-9.543755245,0
-9.54024567,0
-9.536736095,0
-9.53322652,0
-9.529716945,0
-9.52620737,0
-9.522697795,0
-9.51918822,0
-9.515678645,0
